258.4838,-59.643208,-0.5065069,0.8622359
145.7497,-154.68974,0.8622423,0.5064961
579.5241,-235.27362,-0.99094665,-0.13425633
54.723736,-198.92345,-0.99871415,-0.050697275
235.87541,-228.75806,-0.31846857,0.94793344
155.00436,-13.153612,-0.8893436,0.4572394
484.14142,-0.0,-0.96473956,0.26320654
447.73947,-38.273727,-0.999679,-0.025334906
373.914,-273.16666,-0.8659151,-0.5001909
478.9162,-185.04329,-0.30149424,-0.953468
495.38068,-116.330864,-0.9796074,-0.20092095
554.6233,-156.61052,-0.9305795,0.36608982
475.32944,-5.662992,-0.3330891,-0.9428955
487.3527,-94.209076,-0.9872943,-0.15890245
458.76257,-116.88148,-0.99450785,-0.10466194
371.33105,-151.00107,0.44275397,-0.89664316
440.52786,-143.04916,-0.09359685,-0.9956102
229.00806,-50.721535,-0.6490212,0.7607703
191.33041,-69.13341,-0.92215073,0.38683087
29.441454,-22.258734,0.86081797,-0.50891304
184.65237,-60.391743,-0.9999995,9.716363E-4
446.9042,-22.437864,-0.7911409,-0.61163396
254.0464,-222.81158,-0.99560726,0.09362823
552.80237,-172.74792,-0.9962313,0.08673692
302.9237,-71.036934,-0.9657973,-0.25929815
114.82156,-71.87249,0.80506396,0.59318805
92.346146,-182.97192,-0.43063018,0.90252846
205.18686,-198.12117,-0.37693974,0.92623776
231.27402,-276.23523,0.47176707,0.88172317
529.06934,-125.69503,-0.9845219,-0.1752616
442.36713,-0.0,-0.9391854,0.3434107
493.39743,-78.73069,-0.95266724,-0.30401474
422.01895,-122.84593,-0.9482224,-0.31760716
141.54492,-227.52191,0.82134444,0.5704326
152.36194,-142.20508,0.19312993,0.98117316
8.607252,-153.93433,-0.8801825,-0.4746354
509.28027,-0.0,-0.992749,0.120206185
16.692814,-203.84572,-0.9098031,-0.4150402
189.76073,-205.31172,0.90208143,0.43156594
187.74138,-288.4481,-0.5433074,0.8395338
200.94229,-233.36351,0.31512815,0.9490492
277.77332,-202.90282,0.7957744,0.6055932
125.267235,-246.4032,0.72603446,0.68765837
337.5602,-14.183885,-0.8100551,0.5863538
137.03806,-177.87027,0.42373934,0.90578425
105.24072,-176.91544,0.8081288,0.5890057
594.37305,-287.7984,0.05064959,0.99871653
499.0378,-187.16673,-0.5829207,-0.812529
159.06068,-63.378605,0.22342336,0.97472155
205.46132,-32.84749,-0.6242658,0.78121203
565.92596,-237.01405,-0.1221575,-0.9925107
110.18405,-207.43452,-0.043197956,0.99906653
125.28285,-296.53766,0.9813572,-0.19219235
